SKU_ID,Mfg_Part_Num,Part_Desc,E1_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,Classpath,MOBILE_DESC,INVOICE_DESC,UNSPSC,ATTRIBUTE_LABEL_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_UOM_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_UOM_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_UOM_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UOM_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_UOM_5
GT200-SKU-100,TYPE-X-V10,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 10,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100099,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-101,PDSH4816AF-V11,PDSH4816AF Dishwasher SS Built-In Variant 11,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100100,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-102,WDTS7024RZ-V11,WDTS7024RZ Eco Series Dishwasher SS Variant 11,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100101,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-103,D0724A-V11,Framing Saw Blade 7-1/4 in 24T Variant 11,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100102,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-104,3MABR-V11,Cubitron II Cut-Off Wheel 4-1/2 in Variant 11,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100103,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-105,AUTONET-V11,Abranet 6 in Grip Mesh Disc 180 Grit Variant 11,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100104,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-106,KRAFTFORM-V11,Kraftform Plus Slotted Screwdriver 1/4 in Variant 11,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100105,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-107,SHOCKWAVE-V11,Shockwave Impact Duty Insert Bit PH2 Variant 11,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100106,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-108,5362-W-V11,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 11,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100107,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-109,AH5966Y-V11,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 11,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100108,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-110,TYPE-X-V11,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 11,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100109,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-111,PDSH4816AF-V12,PDSH4816AF Dishwasher SS Built-In Variant 12,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100110,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-112,WDTS7024RZ-V12,WDTS7024RZ Eco Series Dishwasher SS Variant 12,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100111,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-113,D0724A-V12,Framing Saw Blade 7-1/4 in 24T Variant 12,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100112,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-114,3MABR-V12,Cubitron II Cut-Off Wheel 4-1/2 in Variant 12,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100113,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-115,AUTONET-V12,Abranet 6 in Grip Mesh Disc 180 Grit Variant 12,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100114,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-116,KRAFTFORM-V12,Kraftform Plus Slotted Screwdriver 1/4 in Variant 12,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100115,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-117,SHOCKWAVE-V12,Shockwave Impact Duty Insert Bit PH2 Variant 12,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100116,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-118,5362-W-V12,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 12,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100117,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-119,AH5966Y-V12,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 12,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100118,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-120,TYPE-X-V12,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 12,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100119,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-121,PDSH4816AF-V13,PDSH4816AF Dishwasher SS Built-In Variant 13,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100120,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-122,WDTS7024RZ-V13,WDTS7024RZ Eco Series Dishwasher SS Variant 13,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100121,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-123,D0724A-V13,Framing Saw Blade 7-1/4 in 24T Variant 13,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100122,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-124,3MABR-V13,Cubitron II Cut-Off Wheel 4-1/2 in Variant 13,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100123,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-125,AUTONET-V13,Abranet 6 in Grip Mesh Disc 180 Grit Variant 13,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100124,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-126,KRAFTFORM-V13,Kraftform Plus Slotted Screwdriver 1/4 in Variant 13,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100125,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-127,SHOCKWAVE-V13,Shockwave Impact Duty Insert Bit PH2 Variant 13,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100126,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-128,5362-W-V13,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 13,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100127,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-129,AH5966Y-V13,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 13,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100128,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-130,TYPE-X-V13,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 13,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100129,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-131,PDSH4816AF-V14,PDSH4816AF Dishwasher SS Built-In Variant 14,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100130,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-132,WDTS7024RZ-V14,WDTS7024RZ Eco Series Dishwasher SS Variant 14,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100131,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-133,D0724A-V14,Framing Saw Blade 7-1/4 in 24T Variant 14,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100132,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-134,3MABR-V14,Cubitron II Cut-Off Wheel 4-1/2 in Variant 14,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100133,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-135,AUTONET-V14,Abranet 6 in Grip Mesh Disc 180 Grit Variant 14,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100134,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-136,KRAFTFORM-V14,Kraftform Plus Slotted Screwdriver 1/4 in Variant 14,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100135,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-137,SHOCKWAVE-V14,Shockwave Impact Duty Insert Bit PH2 Variant 14,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100136,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-138,5362-W-V14,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 14,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100137,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-139,AH5966Y-V14,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 14,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100138,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-140,TYPE-X-V14,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 14,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100139,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-141,PDSH4816AF-V15,PDSH4816AF Dishwasher SS Built-In Variant 15,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100140,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-142,WDTS7024RZ-V15,WDTS7024RZ Eco Series Dishwasher SS Variant 15,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100141,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-143,D0724A-V15,Framing Saw Blade 7-1/4 in 24T Variant 15,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100142,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-144,3MABR-V15,Cubitron II Cut-Off Wheel 4-1/2 in Variant 15,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100143,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-145,AUTONET-V15,Abranet 6 in Grip Mesh Disc 180 Grit Variant 15,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100144,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-146,KRAFTFORM-V15,Kraftform Plus Slotted Screwdriver 1/4 in Variant 15,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100145,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-147,SHOCKWAVE-V15,Shockwave Impact Duty Insert Bit PH2 Variant 15,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100146,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-148,5362-W-V15,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 15,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100147,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-149,AH5966Y-V15,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 15,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100148,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
